number	author	text	title_in_memoir	year_of_text	citation_or_paraphrase	kind_of_literature	language	situation	performer	audience	place	repeat	person_who_recollects	memoirist	edition	place_of_edition	year_of_edition_min	year_of_edition_max	date_of_situation_min	date_of_situation_max	place_camp	occupation_of_memoirist	link_to_publication
957	Сартр Ж.-П.	NA	NA	NA	Цитируют	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Автор мемуаров	Козюра В.В.	Путешествие с образовательной целью	Харьков	2004	2004	1964	1971	Мордовские лагеря	NA	asfcd/auth/?t=page&num=11594
1283	Сартр Ж.-П.	NA	NA	NA	Цитируют	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Домбровский Ю.О.	Малумян А.	И даже наши слезы...	Москва	1992	1992	1953	1956	Иркутская обл., Тайшет, Озерлаг	Писатель	asfcd/auth/?t=book&num=961
934	Сартр Ж.-П.	NA	NA	NA	Цитируют	проза	французский	чтение книги про себя	заключенный	нет аудитории	в лагере	FALSE	Заключенный	Козюра В.В.	Путешествие с образовательной целью	Харьков	2004	2004	1964	1971	Мордовские лагеря	NA	asfcd/auth/?t=page&num=11594
1083	Сац Н.И.	NA	Прощай, Сибирь, прощай, буран и вьюга...	NA	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенная	Ларина А.М.	Незабываемое	Москва	1989	1989	1941	1941	Москва, Бутырская тюрьма	Режиссер	asfcd/auth/?t=page&num=2387
1717	Саят-Нова [Арутюн Саядян]	NA	NA	NA	Цитируют	песня	армянский, грузинский или азербайджанский	пение в кругу равных	заключенный	заключенный	в лагере	FALSE	Заключенный	Багиров Э.	Горькие дни на Колыме: воспоминания политзаключённого	Баку	1999	1999	1949	1949	Колыма, Сеймчан, Дальстрой	NA	asfcd/auth/?t=book&num=1509
207	Светлов М.А.	Двадцать лет спустя	NA	1940	Цитируют	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Автор мемуаров	Клейн А.С.	Клейменые, или Один среди одиноких: Записки каторжника	Сыктывкар	1995	1995	1945	1948	Иркутская область, Александровский централ	Актер, театровед, литератор	asfcd/auth/?t=page&num=12814
764	Северянин И.	Колокола собора чувств	NA	1923	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенная	Маевская И.В.	Вольное поселение	Москва	1993	1993	1949	1949	Москва, Лубянская тюрьма	Актриса	asfcd/auth/?t=page&num=719
1979	Северянин И.	NA	NA	NA	Пересказывают	стихи	русский	рассказ в кругу равных	заключенный	заключенный	на работах	FALSE	Заключенный	Бардина Н.Г.	Моя жизнь	Москва	2004	2004	1942	1946	Свердловская обл., Тагиллаг	NA	asfcd/auth/?t=book&num=67
768	Северянин И.	NA	Стихи	NA	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенный	Коган М.И.	Исповедь строптивого адвоката	Москва	2002	2002	1944	1944	Москва, Лубянская тюрьма	Военный, генерал	asfcd/auth/?t=page&num=8284
2353	Северянин И.	NA	NA	NA	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	на этапе	FALSE	Заключенный	Маевская И.В.	Вольное поселение	Москва	1993	1993	1949	1949	Этап	Врач	asfcd/auth/?t=page&num=719
1678	Сегюр Ф.П.	Пожар Москвы. 1812 г. Мемуары графа де-Сегюра	NA	1824	Пересказывают	проза	русский	пересказ для блатных	заключенный	блатной	в лагере	FALSE	Автор мемуаров	Никольская А.Б.	Передай дальше!	Алма-Ата	1989	1989	1938	1944	Свердловская обл., лагерь	Преподаватель и руководитель каунасских бейтаровцев	asfcd/auth/?t=page&num=13080
1316	Сегюр Ф.П.	Поход в Россию. Записки адьютанта императора Наполеона I	мемуары	1825	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Автор мемуаров	Никольская А.Б.	Передай дальше!	Алма-Ата	1989	1989	1938	1943	Свердловская обл., лагерь	Переводчик, литератор	asfcd/auth/?t=page&num=13080
